date_tdb,jd_tdb,lambda_sidereal_deg,beta_deg,distance_au,ayanamsa_deg,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2016-Feb-13 00:00:00.0000 TDB,2457431.50000,268.103544,2.380426,120.644526,24.965217,47.232022,-110.901437,5.010889,-5.027775,77.242343,-2.374126,-73.071324
2016-Feb-14 00:00:00.0000 TDB,2457432.50000,268.110529,2.380610,120.602194,24.965236,47.228995,-110.856736,5.009517,-5.455666,77.549833,-2.373959,-73.518392
2016-Feb-15 00:00:00.0000 TDB,2457433.50000,268.117431,2.380799,120.559606,24.965267,47.225720,-110.811861,5.008146,-5.888281,77.849078,-2.373746,-73.959826
2016-Feb-16 00:00:00.0000 TDB,2457434.50000,268.124249,2.380994,120.516764,24.965309,47.222193,-110.766815,5.006776,-6.325363,78.140152,-2.373501,-74.395598
2016-Feb-17 00:00:00.0000 TDB,2457435.50000,268.130983,2.381194,120.473673,24.965359,47.218412,-110.721603,5.005405,-6.766708,78.423142,-2.373242,-74.825711
2016-Feb-18 00:00:00.0000 TDB,2457436.50000,268.137638,2.381398,120.430335,24.965412,47.214376,-110.676230,5.004034,-7.212154,78.698136,-2.372985,-75.250184
2016-Feb-19 00:00:00.0000 TDB,2457437.50000,268.144215,2.381608,120.386753,24.965463,47.210081,-110.630700,5.002664,-7.661576,78.965216,-2.372743,-75.669047
2016-Feb-20 00:00:00.0000 TDB,2457438.50000,268.150718,2.381823,120.342931,24.965507,47.205525,-110.585019,5.001293,-8.114881,79.224446,-2.372529,-76.082323
2016-Feb-21 00:00:00.0000 TDB,2457439.50000,268.157148,2.382043,120.298871,24.965541,47.200707,-110.539190,4.999923,-8.572001,79.475871,-2.372352,-76.490032
2016-Feb-22 00:00:00.0000 TDB,2457440.50000,268.163504,2.382267,120.254578,24.965565,47.195623,-110.493218,4.998553,-9.032884,79.719515,-2.372220,-76.892175
2016-Feb-23 00:00:00.0000 TDB,2457441.50000,268.169783,2.382496,120.210054,24.965579,47.190272,-110.447108,4.997183,-9.497489,79.955376,-2.372138,-77.288736
2016-Feb-24 00:00:00.0000 TDB,2457442.50000,268.175981,2.382730,120.165303,24.965585,47.184652,-110.400863,4.995813,-9.965781,80.183428,-2.372107,-77.679679
2016-Feb-25 00:00:00.0000 TDB,2457443.50000,268.182093,2.382969,120.120328,24.965588,47.178760,-110.354490,4.994443,-10.437718,80.403624,-2.372127,-78.064947
2016-Feb-26 00:00:00.0000 TDB,2457444.50000,268.188113,2.383212,120.075132,24.965590,47.172595,-110.307991,4.993073,-10.913256,80.615899,-2.372196,-78.444461
2016-Feb-27 00:00:00.0000 TDB,2457445.50000,268.194036,2.383460,120.029718,24.965595,47.166153,-110.261372,4.991703,-11.392339,80.820173,-2.372311,-78.818129
2016-Feb-28 00:00:00.0000 TDB,2457446.50000,268.199857,2.383712,119.984090,24.965606,47.159435,-110.214637,4.990333,-11.874901,81.016359,-2.372467,-79.185845
2016-Feb-29 00:00:00.0000 TDB,2457447.50000,268.205574,2.383968,119.938252,24.965624,47.152436,-110.167792,4.988963,-12.360870,81.204359,-2.372659,-79.547492
2016-Mar-01 00:00:00.0000 TDB,2457448.50000,268.211182,2.384229,119.892207,24.965651,47.145156,-110.120840,4.987592,-12.850166,81.384072,-2.372880,-79.902945
2016-Mar-02 00:00:00.0000 TDB,2457449.50000,268.216682,2.384494,119.845958,24.965686,47.137592,-110.073787,4.986222,-13.342707,81.555388,-2.373124,-80.252072
2016-Mar-03 00:00:00.0000 TDB,2457450.50000,268.222071,2.384763,119.799509,24.965727,47.129743,-110.026637,4.984851,-13.838406,81.718185,-2.373381,-80.594726
2016-Mar-04 00:00:00.0000 TDB,2457451.50000,268.227352,2.385036,119.752864,24.965772,47.121607,-109.979396,4.983480,-14.337169,81.872325,-2.373642,-80.930743
2016-Mar-05 00:00:00.0000 TDB,2457452.50000,268.232527,2.385313,119.706027,24.965816,47.113182,-109.932069,4.982109,-14.838889,82.017647,-2.373894,-81.259933
2016-Mar-06 00:00:00.0000 TDB,2457453.50000,268.237598,2.385594,119.659003,24.965856,47.104466,-109.884660,4.980738,-15.343434,82.153964,-2.374123,-81.582074
2016-Mar-07 00:00:00.0000 TDB,2457454.50000,268.242569,2.385878,119.611794,24.965885,47.095458,-109.837175,4.979367,-15.850629,82.281072,-2.374312,-81.896904
2016-Mar-08 00:00:00.0000 TDB,2457455.50000,268.247440,2.386167,119.564405,24.965902,47.086157,-109.789619,4.977996,-16.360239,82.398755,-2.374444,-82.204136
2016-Mar-09 00:00:00.0000 TDB,2457456.50000,268.252210,2.386459,119.516841,24.965907,47.076560,-109.741998,4.976624,-16.871958,82.506821,-2.374508,-82.503470
2016-Mar-10 00:00:00.0000 TDB,2457457.50000,268.256870,2.386755,119.469107,24.965905,47.066668,-109.694317,4.975253,-17.385417,82.605131,-2.374493,-82.794632
2016-Mar-11 00:00:00.0000 TDB,2457458.50000,268.261413,2.387054,119.421207,24.965904,47.056478,-109.646583,4.973881,-17.900208,82.693629,-2.374400,-83.077410
2016-Mar-12 00:00:00.0000 TDB,2457459.50000,268.265829,2.387357,119.373146,24.965911,47.045991,-109.598800,4.972510,-18.415926,82.772351,-2.374236,-83.351675
2016-Mar-13 00:00:00.0000 TDB,2457460.50000,268.270112,2.387663,119.324930,24.965931,47.035206,-109.550975,4.971139,-18.932201,82.841416,-2.374017,-83.617392
2016-Mar-14 00:00:00.0000 TDB,2457461.50000,268.274262,2.387973,119.276562,24.965964,47.024122,-109.503112,4.969768,-19.448731,82.900995,-2.373760,-83.874596
2016-Mar-15 00:00:00.0000 TDB,2457462.50000,268.278279,2.388286,119.228048,24.966006,47.012741,-109.455218,4.968397,-19.965282,82.951283,-2.373486,-84.123375
2016-Mar-16 00:00:00.0000 TDB,2457463.50000,268.282168,2.388602,119.179393,24.966053,47.001061,-109.407297,4.967026,-20.481680,82.992470,-2.373211,-84.363832
2016-Mar-17 00:00:00.0000 TDB,2457464.50000,268.285934,2.388921,119.130601,24.966098,46.989082,-109.359355,4.965656,-20.997800,83.024727,-2.372951,-84.596074
2016-Mar-18 00:00:00.0000 TDB,2457465.50000,268.289581,2.389243,119.081678,24.966137,46.976806,-109.311397,4.964285,-21.513548,83.048202,-2.372719,-84.820199
2016-Mar-19 00:00:00.0000 TDB,2457466.50000,268.293109,2.389568,119.032627,24.966168,46.964232,-109.263428,4.962915,-22.028852,83.063016,-2.372523,-85.036287
2016-Mar-20 00:00:00.0000 TDB,2457467.50000,268.296521,2.389896,118.983454,24.966188,46.951361,-109.215453,4.961545,-22.543651,83.069268,-2.372370,-85.244402
2016-Mar-21 00:00:00.0000 TDB,2457468.50000,268.299813,2.390226,118.934163,24.966199,46.938192,-109.167477,4.960175,-23.057893,83.067036,-2.372266,-85.444594
2016-Mar-22 00:00:00.0000 TDB,2457469.50000,268.302983,2.390559,118.884759,24.966202,46.924727,-109.119504,4.958805,-23.571530,83.056377,-2.372212,-85.636895
2016-Mar-23 00:00:00.0000 TDB,2457470.50000,268.306027,2.390894,118.835246,24.966201,46.910965,-109.071540,4.957435,-24.084517,83.037331,-2.372209,-85.821319
2016-Mar-24 00:00:00.0000 TDB,2457471.50000,268.308941,2.391232,118.785629,24.966198,46.896907,-109.023590,4.956064,-24.596805,83.009921,-2.372255,-85.997867
2016-Mar-25 00:00:00.0000 TDB,2457472.50000,268.311720,2.391572,118.735912,24.966198,46.882553,-108.975657,4.954694,-25.108344,82.974155,-2.372348,-86.166523
2016-Mar-26 00:00:00.0000 TDB,2457473.50000,268.314361,2.391915,118.686099,24.966204,46.867905,-108.927748,4.953324,-25.619076,82.930025,-2.372483,-86.327254
2016-Mar-27 00:00:00.0000 TDB,2457474.50000,268.316861,2.392259,118.636197,24.966217,46.852961,-108.879867,4.951954,-26.128936,82.877516,-2.372655,-86.480016
2016-Mar-28 00:00:00.0000 TDB,2457475.50000,268.319217,2.392605,118.586208,24.966238,46.837723,-108.832018,4.950583,-26.637852,82.816599,-2.372858,-86.624753
2016-Mar-29 00:00:00.0000 TDB,2457476.50000,268.321429,2.392954,118.536138,24.966268,46.822192,-108.784207,4.949213,-27.145744,82.747242,-2.373083,-86.761399
2016-Mar-30 00:00:00.0000 TDB,2457477.50000,268.323497,2.393304,118.485992,24.966305,46.806368,-108.736439,4.947842,-27.652526,82.669399,-2.373323,-86.889876
2016-Mar-31 00:00:00.0000 TDB,2457478.50000,268.325424,2.393655,118.435774,24.966346,46.790251,-108.688718,4.946472,-28.158104,82.583017,-2.373568,-87.010093
2016-Apr-01 00:00:00.0000 TDB,2457479.50000,268.327212,2.394008,118.385489,24.966389,46.773842,-108.641049,4.945101,-28.662376,82.488027,-2.373808,-87.121945
2016-Apr-02 00:00:00.0000 TDB,2457480.50000,268.328863,2.394363,118.335141,24.966428,46.757143,-108.593438,4.943730,-29.165225,82.384345,-2.374031,-87.225302
2016-Apr-03 00:00:00.0000 TDB,2457481.50000,268.330382,2.394719,118.284737,24.966461,46.740154,-108.545889,4.942358,-29.666508,82.271866,-2.374222,-87.320009
2016-Apr-04 00:00:00.0000 TDB,2457482.50000,268.331771,2.395077,118.234280,24.966483,46.722876,-108.498407,4.940987,-30.166044,82.150470,-2.374367,-87.405879
2016-Apr-05 00:00:00.0000 TDB,2457483.50000,268.333031,2.395435,118.183776,24.966493,46.705310,-108.450999,4.939616,-30.663596,82.020034,-2.374451,-87.482704
2016-Apr-06 00:00:00.0000 TDB,2457484.50000,268.334157,2.395795,118.133231,24.966494,46.687457,-108.403668,4.938244,-31.158865,81.880458,-2.374463,-87.550267
2016-Apr-07 00:00:00.0000 TDB,2457485.50000,268.335144,2.396156,118.082649,24.966493,46.669319,-108.356421,4.936873,-31.651491,81.731696,-2.374397,-87.608380
2016-Apr-08 00:00:00.0000 TDB,2457486.50000,268.335983,2.396518,118.032036,24.966498,46.650897,-108.309262,4.935502,-32.141075,81.573785,-2.374253,-87.656918
2016-Apr-09 00:00:00.0000 TDB,2457487.50000,268.336666,2.396881,117.981398,24.966515,46.632193,-108.262197,4.934131,-32.627227,81.406862,-2.374044,-87.695848
2016-Apr-10 00:00:00.0000 TDB,2457488.50000,268.337191,2.397244,117.930741,24.966546,46.613210,-108.215231,4.932760,-33.109606,81.231152,-2.373787,-87.725237
2016-Apr-11 00:00:00.0000 TDB,2457489.50000,268.337560,2.397608,117.880069,24.966591,46.593949,-108.168369,4.931389,-33.587946,81.046934,-2.373503,-87.745235
2016-Apr-12 00:00:00.0000 TDB,2457490.50000,268.337778,2.397973,117.829388,24.966643,46.574414,-108.121615,4.930018,-34.062072,80.854499,-2.373213,-87.756036
2016-Apr-13 00:00:00.0000 TDB,2457491.50000,268.337852,2.398338,117.778704,24.966695,46.554605,-108.074975,4.928647,-34.531876,80.654123,-2.372935,-87.757848
2016-Apr-14 00:00:00.0000 TDB,2457492.50000,268.337787,2.398704,117.728021,24.966742,46.534527,-108.028454,4.927277,-34.997301,80.446045,-2.372685,-87.750863
2016-Apr-15 00:00:00.0000 TDB,2457493.50000,268.337589,2.399070,117.677345,24.966780,46.514181,-107.982054,4.925907,-35.458317,80.230466,-2.372471,-87.735253
2016-Apr-16 00:00:00.0000 TDB,2457494.50000,268.337257,2.399436,117.626680,24.966808,46.493570,-107.935781,4.924537,-35.914907,80.007554,-2.372302,-87.711160
2016-Apr-17 00:00:00.0000 TDB,2457495.50000,268.336792,2.399802,117.576032,24.966826,46.472697,-107.889639,4.923166,-36.367057,79.777447,-2.372181,-87.678701
2016-Apr-18 00:00:00.0000 TDB,2457496.50000,268.336192,2.400167,117.525405,24.966836,46.451563,-107.843632,4.921796,-36.814754,79.540263,-2.372109,-87.637977
2016-Apr-19 00:00:00.0000 TDB,2457497.50000,268.335454,2.400533,117.474803,24.966842,46.430173,-107.797764,4.920426,-37.257980,79.296104,-2.372087,-87.589071
2016-Apr-20 00:00:00.0000 TDB,2457498.50000,268.334576,2.400899,117.424232,24.966845,46.408528,-107.752038,4.919056,-37.696719,79.045057,-2.372115,-87.532051
2016-Apr-21 00:00:00.0000 TDB,2457499.50000,268.333553,2.401264,117.373697,24.966851,46.386630,-107.706460,4.917686,-38.130952,78.787196,-2.372188,-87.466974
2016-Apr-22 00:00:00.0000 TDB,2457500.50000,268.332383,2.401628,117.323201,24.966862,46.364484,-107.661033,4.916316,-38.560657,78.522581,-2.372304,-87.393883
2016-Apr-23 00:00:00.0000 TDB,2457501.50000,268.331064,2.401992,117.272750,24.966879,46.342090,-107.615760,4.914946,-38.985808,78.251260,-2.372457,-87.312809
2016-Apr-24 00:00:00.0000 TDB,2457502.50000,268.329595,2.402355,117.222348,24.966906,46.319452,-107.570646,4.913576,-39.406376,77.973268,-2.372641,-87.223767
2016-Apr-25 00:00:00.0000 TDB,2457503.50000,268.327976,2.402717,117.171999,24.966941,46.296573,-107.525695,4.912205,-39.822321,77.688627,-2.372849,-87.126759
2016-Apr-26 00:00:00.0000 TDB,2457504.50000,268.326208,2.403078,117.121710,24.966984,46.273454,-107.480910,4.910835,-40.233596,77.397350,-2.373072,-87.021773
2016-Apr-27 00:00:00.0000 TDB,2457505.50000,268.324294,2.403438,117.071482,24.967032,46.250100,-107.436295,4.909464,-40.640145,77.099436,-2.373301,-86.908783
2016-Apr-28 00:00:00.0000 TDB,2457506.50000,268.322238,2.403797,117.021323,24.967082,46.226512,-107.391854,4.908094,-41.041898,76.794875,-2.373525,-86.787750
2016-Apr-29 00:00:00.0000 TDB,2457507.50000,268.320044,2.404155,116.971236,24.967131,46.202693,-107.347591,4.906723,-41.438770,76.483648,-2.373734,-86.658615
2016-Apr-30 00:00:00.0000 TDB,2457508.50000,268.317716,2.404512,116.921226,24.967173,46.178647,-107.303509,4.905352,-41.830658,76.165719,-2.373916,-86.521305
2016-May-01 00:00:00.0000 TDB,2457509.50000,268.315257,2.404867,116.871297,24.967207,46.154376,-107.259613,4.903981,-42.217432,75.841048,-2.374058,-86.375725
2016-May-02 00:00:00.0000 TDB,2457510.50000,268.312670,2.405220,116.821455,24.967230,46.129883,-107.215907,4.902609,-42.598926,75.509583,-2.374148,-86.221760
2016-May-03 00:00:00.0000 TDB,2457511.50000,268.309954,2.405572,116.771704,24.967244,46.105171,-107.172394,4.901238,-42.974926,75.171284,-2.374174,-86.059283
2016-May-04 00:00:00.0000 TDB,2457512.50000,268.307105,2.405923,116.722050,24.967253,46.080244,-107.129078,4.899867,-43.345167,74.826134,-2.374130,-85.888172
2016-May-05 00:00:00.0000 TDB,2457513.50000,268.304117,2.406271,116.672497,24.967263,46.055104,-107.085963,4.898496,-43.709334,74.474169,-2.374012,-85.708333
2016-May-06 00:00:00.0000 TDB,2457514.50000,268.300983,2.406618,116.623050,24.967284,46.029757,-107.043054,4.897125,-44.067090,74.115504,-2.373824,-85.519734
2016-May-07 00:00:00.0000 TDB,2457515.50000,268.297698,2.406963,116.573715,24.967319,46.004204,-107.000354,4.895754,-44.418102,73.750347,-2.373580,-85.322434
2016-May-08 00:00:00.0000 TDB,2457516.50000,268.294263,2.407305,116.524496,24.967369,45.978451,-106.957867,4.894383,-44.762094,73.378986,-2.373299,-85.116587
2016-May-09 00:00:00.0000 TDB,2457517.50000,268.290683,2.407646,116.475398,24.967431,45.952501,-106.915595,4.893013,-45.098871,73.001763,-2.373003,-84.902427
2016-May-10 00:00:00.0000 TDB,2457518.50000,268.286966,2.407984,116.426427,24.967496,45.926359,-106.873544,4.891642,-45.428328,72.619026,-2.372713,-84.680232
2016-May-11 00:00:00.0000 TDB,2457519.50000,268.283121,2.408320,116.377586,24.967559,45.900028,-106.831714,4.890272,-45.750437,72.231100,-2.372447,-84.450286
2016-May-12 00:00:00.0000 TDB,2457520.50000,268.279154,2.408653,116.328880,24.967613,45.873514,-106.790111,4.888902,-46.065219,71.838263,-2.372218,-84.212854
2016-May-13 00:00:00.0000 TDB,2457521.50000,268.275069,2.408984,116.280314,24.967655,45.846820,-106.748735,4.887532,-46.372721,71.440745,-2.372034,-83.968163
2016-May-14 00:00:00.0000 TDB,2457522.50000,268.270867,2.409313,116.231890,24.967688,45.819950,-106.707591,4.886162,-46.672998,71.038735,-2.371900,-83.716407
2016-May-15 00:00:00.0000 TDB,2457523.50000,268.266547,2.409638,116.183614,24.967711,45.792909,-106.666679,4.884792,-46.966099,70.632391,-2.371817,-83.457748
2016-May-16 00:00:00.0000 TDB,2457524.50000,268.262108,2.409961,116.135490,24.967728,45.765701,-106.626004,4.883422,-47.252067,70.221847,-2.371785,-83.192324
2016-May-17 00:00:00.0000 TDB,2457525.50000,268.257547,2.410281,116.087520,24.967742,45.738330,-106.585567,4.882052,-47.530936,69.807223,-2.371801,-82.920260
2016-May-18 00:00:00.0000 TDB,2457526.50000,268.252863,2.410597,116.039710,24.967757,45.710800,-106.545371,4.880682,-47.802738,69.388628,-2.371863,-82.641664
2016-May-19 00:00:00.0000 TDB,2457527.50000,268.248053,2.410911,115.992063,24.967777,45.683115,-106.505417,4.879313,-48.067500,68.966158,-2.371967,-82.356637
2016-May-20 00:00:00.0000 TDB,2457528.50000,268.243115,2.411221,115.944581,24.967803,45.655278,-106.465709,4.877943,-48.325248,68.539902,-2.372109,-82.065266
2016-May-21 00:00:00.0000 TDB,2457529.50000,268.238050,2.411528,115.897270,24.967838,45.627296,-106.426248,4.876572,-48.576004,68.109932,-2.372281,-81.767627
2016-May-22 00:00:00.0000 TDB,2457530.50000,268.232859,2.411832,115.850133,24.967882,45.599170,-106.387036,4.875202,-48.819789,67.676308,-2.372478,-81.463782
2016-May-23 00:00:00.0000 TDB,2457531.50000,268.227542,2.412132,115.803173,24.967934,45.570905,-106.348076,4.873832,-49.056612,67.239075,-2.372690,-81.153774
2016-May-24 00:00:00.0000 TDB,2457532.50000,268.222105,2.412428,115.756394,24.967992,45.542506,-106.309369,4.872462,-49.286475,66.798264,-2.372909,-80.837633
2016-May-25 00:00:00.0000 TDB,2457533.50000,268.216551,2.412721,115.709799,24.968053,45.513976,-106.270918,4.871091,-49.509363,66.353892,-2.373123,-80.515365
2016-May-26 00:00:00.0000 TDB,2457534.50000,268.210886,2.413010,115.663392,24.968112,45.485319,-106.232725,4.869720,-49.725243,65.905964,-2.373322,-80.186963
2016-May-27 00:00:00.0000 TDB,2457535.50000,268.205116,2.413295,115.617176,24.968166,45.456540,-106.194791,4.868350,-49.934061,65.454478,-2.373494,-79.852402
2016-May-28 00:00:00.0000 TDB,2457536.50000,268.199244,2.413577,115.571156,24.968212,45.427642,-106.157119,4.866979,-50.135734,64.999426,-2.373629,-79.511642
2016-May-29 00:00:00.0000 TDB,2457537.50000,268.193273,2.413854,115.525334,24.968247,45.398630,-106.119711,4.865608,-50.330152,64.540803,-2.373715,-79.164635
2016-May-30 00:00:00.0000 TDB,2457538.50000,268.187206,2.414127,115.479714,24.968273,45.369507,-106.082569,4.864237,-50.517171,64.078608,-2.373743,-78.811322
2016-May-31 00:00:00.0000 TDB,2457539.50000,268.181039,2.414397,115.434301,24.968293,45.340279,-106.045695,4.862866,-50.696605,63.612862,-2.373707,-78.451650
2016-Jun-01 00:00:00.0000 TDB,2457540.50000,268.174769,2.414662,115.389096,24.968311,45.310949,-106.009091,4.861495,-50.868236,63.143617,-2.373603,-78.085582
2016-Jun-02 00:00:00.0000 TDB,2457541.50000,268.168391,2.414923,115.344105,24.968336,45.281523,-105.972758,4.860124,-51.031813,62.670981,-2.373434,-77.713118
2016-Jun-03 00:00:00.0000 TDB,2457542.50000,268.161900,2.415179,115.299331,24.968373,45.252004,-105.936700,4.858754,-51.187078,62.195127,-2.373207,-77.334319
2016-Jun-04 00:00:00.0000 TDB,2457543.50000,268.155295,2.415431,115.254778,24.968426,45.222398,-105.900918,4.857383,-51.333790,61.716309,-2.372937,-76.949323
2016-Jun-05 00:00:00.0000 TDB,2457544.50000,268.148579,2.415679,115.210449,24.968492,45.192710,-105.865412,4.856013,-51.471762,61.234843,-2.372644,-76.558350
2016-Jun-06 00:00:00.0000 TDB,2457545.50000,268.141761,2.415922,115.166347,24.968566,45.162945,-105.830186,4.854642,-51.600883,60.751087,-2.372349,-76.161690
2016-Jun-07 00:00:00.0000 TDB,2457546.50000,268.134849,2.416161,115.122476,24.968640,45.133108,-105.795239,4.853272,-51.721127,60.265405,-2.372072,-75.759668
2016-Jun-08 00:00:00.0000 TDB,2457547.50000,268.127853,2.416395,115.078838,24.968708,45.103204,-105.760574,4.851902,-51.832542,59.778130,-2.371830,-75.352611
2016-Jun-09 00:00:00.0000 TDB,2457548.50000,268.120779,2.416625,115.035437,24.968764,45.073238,-105.726190,4.850533,-51.935222,59.289548,-2.371633,-74.940823
2016-Jun-10 00:00:00.0000 TDB,2457549.50000,268.113631,2.416849,114.992275,24.968809,45.043215,-105.692089,4.849163,-52.029288,58.799893,-2.371487,-74.524568
2016-Jun-11 00:00:00.0000 TDB,2457550.50000,268.106409,2.417069,114.949355,24.968842,45.013141,-105.658271,4.847793,-52.114861,58.309353,-2.371396,-74.104070
2016-Jun-12 00:00:00.0000 TDB,2457551.50000,268.099113,2.417284,114.906678,24.968868,44.983019,-105.624736,4.846424,-52.192056,57.818083,-2.371357,-73.679518
2016-Jun-13 00:00:00.0000 TDB,2457552.50000,268.091741,2.417493,114.864248,24.968890,44.952856,-105.591485,4.845054,-52.260974,57.326214,-2.371368,-73.251073
2016-Jun-14 00:00:00.0000 TDB,2457553.50000,268.084290,2.417698,114.822067,24.968911,44.922654,-105.558519,4.843685,-52.321707,56.833861,-2.371427,-72.818882
2016-Jun-15 00:00:00.0000 TDB,2457554.50000,268.076761,2.417897,114.780136,24.968936,44.892421,-105.525837,4.842315,-52.374340,56.341130,-2.371527,-72.383078
2016-Jun-16 00:00:00.0000 TDB,2457555.50000,268.069151,2.418091,114.738458,24.968966,44.862159,-105.493440,4.840945,-52.418949,55.848120,-2.371665,-71.943782
2016-Jun-17 00:00:00.0000 TDB,2457556.50000,268.061462,2.418280,114.697035,24.969004,44.831873,-105.461327,4.839575,-52.455613,55.354917,-2.371835,-71.501108
2016-Jun-18 00:00:00.0000 TDB,2457557.50000,268.053694,2.418464,114.655868,24.969051,44.801569,-105.429499,4.838206,-52.484405,54.861598,-2.372029,-71.055159
2016-Jun-19 00:00:00.0000 TDB,2457558.50000,268.045850,2.418642,114.614960,24.969106,44.771250,-105.397956,4.836836,-52.505397,54.368223,-2.372240,-70.606019
2016-Jun-20 00:00:00.0000 TDB,2457559.50000,268.037933,2.418815,114.574312,24.969168,44.740921,-105.366699,4.835465,-52.518652,53.874837,-2.372458,-70.153758
2016-Jun-21 00:00:00.0000 TDB,2457560.50000,268.029948,2.418982,114.533926,24.969234,44.710587,-105.335726,4.834095,-52.524221,53.381464,-2.372673,-69.698420
2016-Jun-22 00:00:00.0000 TDB,2457561.50000,268.021902,2.419144,114.493804,24.969299,44.680252,-105.305038,4.832725,-52.522135,52.888113,-2.372873,-69.240030
2016-Jun-23 00:00:00.0000 TDB,2457562.50000,268.013802,2.419300,114.453948,24.969359,44.649921,-105.274635,4.831354,-52.512399,52.394784,-2.373046,-68.778590
2016-Jun-24 00:00:00.0000 TDB,2457563.50000,268.005652,2.419451,114.414359,24.969411,44.619597,-105.244517,4.829984,-52.494986,51.901466,-2.373181,-68.314086
2016-Jun-25 00:00:00.0000 TDB,2457564.50000,267.997456,2.419596,114.375039,24.969452,44.589285,-105.214684,4.828613,-52.469838,51.408158,-2.373267,-67.846493
2016-Jun-26 00:00:00.0000 TDB,2457565.50000,267.989218,2.419735,114.335990,24.969483,44.558991,-105.185136,4.827242,-52.436861,50.914868,-2.373296,-67.375787
2016-Jun-27 00:00:00.0000 TDB,2457566.50000,267.980936,2.419869,114.297214,24.969507,44.528717,-105.155872,4.825872,-52.395928,50.421628,-2.373263,-66.901953
2016-Jun-28 00:00:00.0000 TDB,2457567.50000,267.972607,2.419997,114.258713,24.969527,44.498470,-105.126894,4.824501,-52.346887,49.928505,-2.373164,-66.424994
2016-Jun-29 00:00:00.0000 TDB,2457568.50000,267.964228,2.420119,114.220487,24.969551,44.468253,-105.098200,4.823130,-52.289566,49.435606,-2.373003,-65.944948
2016-Jun-30 00:00:00.0000 TDB,2457569.50000,267.955794,2.420236,114.182540,24.969585,44.438072,-105.069791,4.821760,-52.223784,48.943094,-2.372788,-65.461899
2016-Jul-01 00:00:00.0000 TDB,2457570.50000,267.947304,2.420346,114.144873,24.969632,44.407931,-105.041666,4.820390,-52.149374,48.451187,-2.372529,-64.975986
2016-Jul-02 00:00:00.0000 TDB,2457571.50000,267.938761,2.420451,114.107487,24.969693,44.377836,-105.013825,4.819019,-52.066198,47.960161,-2.372243,-64.487416
2016-Jul-03 00:00:00.0000 TDB,2457572.50000,267.930170,2.420550,114.070384,24.969763,44.347792,-104.986267,4.817649,-51.974171,47.470335,-2.371949,-63.996454
2016-Jul-04 00:00:00.0000 TDB,2457573.50000,267.921540,2.420643,114.033566,24.969838,44.317803,-104.958992,4.816280,-51.873276,46.982051,-2.371667,-63.503416
2016-Jul-05 00:00:00.0000 TDB,2457574.50000,267.912882,2.420731,113.997032,24.969909,44.287875,-104.931998,4.814910,-51.763568,46.495650,-2.371414,-63.008640
2016-Jul-06 00:00:00.0000 TDB,2457575.50000,267.904203,2.420812,113.960785,24.969970,44.258012,-104.905284,4.813540,-51.645161,46.011439,-2.371204,-62.512462
2016-Jul-07 00:00:00.0000 TDB,2457576.50000,267.895509,2.420887,113.924824,24.970019,44.228221,-104.878850,4.812171,-51.518215,45.529684,-2.371046,-62.015192
2016-Jul-08 00:00:00.0000 TDB,2457577.50000,267.886803,2.420956,113.889151,24.970056,44.198506,-104.852692,4.810802,-51.382908,45.050600,-2.370943,-61.517102
2016-Jul-09 00:00:00.0000 TDB,2457578.50000,267.878085,2.421019,113.853766,24.970083,44.168871,-104.826811,4.809432,-51.239419,44.574355,-2.370897,-61.018424
2016-Jul-10 00:00:00.0000 TDB,2457579.50000,267.869354,2.421077,113.818669,24.970104,44.139321,-104.801204,4.808063,-51.087921,44.101084,-2.370904,-60.519353
2016-Jul-11 00:00:00.0000 TDB,2457580.50000,267.860607,2.421128,113.783861,24.970123,44.109861,-104.775870,4.806694,-50.928570,43.630898,-2.370961,-60.020058
2016-Jul-12 00:00:00.0000 TDB,2457581.50000,267.851845,2.421172,113.749340,24.970143,44.080495,-104.750806,4.805324,-50.761512,43.163892,-2.371063,-59.520686
2016-Jul-13 00:00:00.0000 TDB,2457582.50000,267.843066,2.421211,113.715109,24.970168,44.051228,-104.726011,4.803955,-50.586879,42.700151,-2.371202,-59.021372
2016-Jul-14 00:00:00.0000 TDB,2457583.50000,267.834270,2.421244,113.681165,24.970200,44.022063,-104.701482,4.802585,-50.404800,42.239754,-2.371375,-58.522244
2016-Jul-15 00:00:00.0000 TDB,2457584.50000,267.825459,2.421270,113.647510,24.970241,43.993007,-104.677219,4.801216,-50.215399,41.782770,-2.371573,-58.023418
2016-Jul-16 00:00:00.0000 TDB,2457585.50000,267.816635,2.421290,113.614142,24.970290,43.964061,-104.653218,4.799846,-50.018799,41.329257,-2.371789,-57.524999
2016-Jul-17 00:00:00.0000 TDB,2457586.50000,267.807801,2.421304,113.581063,24.970346,43.935231,-104.629479,4.798476,-49.815118,40.879257,-2.372014,-57.027079
2016-Jul-18 00:00:00.0000 TDB,2457587.50000,267.798962,2.421312,113.548270,24.970406,43.906521,-104.605998,4.797106,-49.604469,40.432796,-2.372239,-56.529726
2016-Jul-19 00:00:00.0000 TDB,2457588.50000,267.790125,2.421313,113.515765,24.970468,43.877935,-104.582774,4.795736,-49.386950,39.989876,-2.372451,-56.032985
